order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-07-30,2023,Q3,7,July,Latin America,Chile,Clothing,Pants,Consumer,16,255.18,4082.88,3368.24,714.64,0.175
2024-11-29,2024,Q4,11,November,North America,Canada,Clothing,Outerwear,Consumer,5,237.97,1189.85,800.89,388.96,0.3269
2022-05-19,2022,Q2,5,May,Latin America,Chile,Office Supplies,Art Supplies,Corporate,3,78.34,235.02,142.52,92.5,0.3936
2023-07-26,2023,Q3,7,July,North America,USA,Furniture,Storage,Corporate,10,94.5,945.0,756.52,188.48,0.1994
2023-06-18,2023,Q2,6,June,Asia Pacific,Japan,Office Supplies,Binders,Consumer,8,79.71,637.68,410.3,227.38,0.3566
2024-06-23,2024,Q2,6,June,Europe,Italy,Clothing,Pants,Consumer,17,177.64,3019.88,2041.0,978.88,0.3241
2023-08-10,2023,Q3,8,August,Asia Pacific,India,Clothing,Shirts,Consumer,17,205.63,3495.71,2362.54,1133.17,0.3242
2024-12-09,2024,Q4,12,December,North America,Canada,Electronics,Accessories,Consumer,17,1670.35,28395.95,21430.49,6965.46,0.2453
2024-09-30,2024,Q3,9,September,Latin America,Chile,Furniture,Tables,Corporate,9,1283.62,11552.58,9497.26,2055.32,0.1779
2024-08-07,2024,Q3,8,August,Asia Pacific,India,Clothing,Outerwear,Home Office,13,190.21,2472.73,1658.79,813.94,0.3292
2023-08-21,2023,Q3,8,August,Asia Pacific,Japan,Clothing,Shirts,Home Office,14,33.56,469.84,288.77,181.07,0.3854
2023-05-12,2023,Q2,5,May,North America,Mexico,Electronics,Laptops,Corporate,5,263.45,1317.25,746.98,570.27,0.4329
2024-10-11,2024,Q4,10,October,Asia Pacific,Australia,Electronics,Phones,Corporate,11,1908.49,20993.39,11175.41,9817.98,0.4677
2023-07-22,2023,Q3,7,July,Asia Pacific,Australia,Clothing,Outerwear,Corporate,17,189.17,3215.89,2695.37,520.52,0.1619
2022-03-03,2022,Q1,3,March,Latin America,Chile,Electronics,Laptops,Corporate,5,878.87,4394.35,3319.38,1074.97,0.2446
2022-04-24,2022,Q2,4,April,Asia Pacific,Australia,Office Supplies,Paper,Consumer,10,13.5,135.0,110.26,24.74,0.1833
2022-02-10,2022,Q1,2,February,North America,Canada,Furniture,Chairs,Corporate,18,1032.72,18588.96,9731.52,8857.44,0.4765
2022-08-02,2022,Q3,8,August,Europe,Italy,Furniture,Tables,Home Office,17,276.33,4697.61,3842.53,855.08,0.182
2022-12-26,2022,Q4,12,December,North America,Mexico,Furniture,Storage,Home Office,13,830.44,10795.72,8714.7,2081.02,0.1928
2024-01-02,2024,Q1,1,January,Latin America,Argentina,Furniture,Tables,Consumer,14,218.17,3054.38,2371.29,683.09,0.2236
2024-01-22,2024,Q1,1,January,Asia Pacific,Australia,Furniture,Tables,Consumer,13,1013.95,13181.35,8636.76,4544.59,0.3448
2024-10-17,2024,Q4,10,October,Latin America,Argentina,Office Supplies,Binders,Corporate,10,86.63,866.3,568.14,298.16,0.3442
2022-11-16,2022,Q4,11,November,Latin America,Argentina,Furniture,Storage,Corporate,13,549.4,7142.2,5525.07,1617.13,0.2264
2023-03-19,2023,Q1,3,March,Latin America,Argentina,Furniture,Storage,Home Office,10,843.34,8433.4,6277.83,2155.57,0.2556
2022-10-04,2022,Q4,10,October,Europe,Germany,Furniture,Chairs,Consumer,2,1417.13,2834.26,2206.37,627.89,0.2215
2023-07-18,2023,Q3,7,July,North America,USA,Clothing,Pants,Home Office,7,80.11,560.77,368.88,191.89,0.3422
2024-04-11,2024,Q2,4,April,North America,Canada,Furniture,Tables,Corporate,7,720.88,5046.16,2975.99,2070.17,0.4102
2022-11-17,2022,Q4,11,November,North America,Mexico,Electronics,Accessories,Corporate,9,1250.36,11253.24,7701.96,3551.28,0.3156
2024-11-17,2024,Q4,11,November,Latin America,Argentina,Electronics,Accessories,Corporate,6,1478.02,8868.12,5217.01,3651.11,0.4117
2024-07-13,2024,Q3,7,July,Europe,Italy,Furniture,Tables,Consumer,4,157.76,631.04,404.06,226.98,0.3597
2022-04-23,2022,Q2,4,April,Europe,France,Electronics,Accessories,Home Office,8,1886.92,15095.36,7550.05,7545.31,0.4998
2023-12-03,2023,Q4,12,December,Latin America,Chile,Furniture,Chairs,Consumer,3,476.85,1430.55,1138.9,291.65,0.2039
2024-02-06,2024,Q1,2,February,North America,Canada,Office Supplies,Paper,Corporate,15,24.77,371.55,288.23,83.32,0.2242
2024-03-06,2024,Q1,3,March,North America,Mexico,Office Supplies,Art Supplies,Home Office,8,18.83,150.64,97.97,52.67,0.3496
2023-06-04,2023,Q2,6,June,Asia Pacific,Australia,Furniture,Chairs,Corporate,10,462.5,4625.0,3222.8,1402.2,0.3032
2023-05-28,2023,Q2,5,May,Asia Pacific,China,Electronics,Accessories,Consumer,9,838.36,7545.24,6166.39,1378.85,0.1827
2022-03-10,2022,Q1,3,March,Europe,Germany,Clothing,Pants,Corporate,14,164.48,2302.72,1343.26,959.46,0.4167
2022-03-11,2022,Q1,3,March,Asia Pacific,China,Clothing,Shirts,Consumer,13,258.89,3365.57,2669.89,695.68,0.2067
2023-01-17,2023,Q1,1,January,North America,Canada,Electronics,Accessories,Corporate,13,1635.52,21261.76,13376.61,7885.15,0.3709
2023-10-08,2023,Q4,10,October,North America,Mexico,Clothing,Pants,Home Office,13,123.08,1600.04,996.87,603.17,0.377
2023-01-02,2023,Q1,1,January,Latin America,Brazil,Office Supplies,Art Supplies,Corporate,4,190.37,761.48,439.18,322.3,0.4233
2023-12-26,2023,Q4,12,December,Europe,Germany,Office Supplies,Art Supplies,Consumer,7,45.25,316.75,261.48,55.27,0.1745
2023-07-08,2023,Q3,7,July,Europe,France,Electronics,Laptops,Consumer,10,1209.34,12093.4,9732.37,2361.03,0.1952
2023-08-11,2023,Q3,8,August,Europe,Germany,Electronics,Laptops,Corporate,3,1277.74,3833.22,2637.49,1195.73,0.3119
2022-12-11,2022,Q4,12,December,Europe,France,Clothing,Pants,Home Office,17,248.08,4217.36,2513.76,1703.6,0.4039
2023-11-12,2023,Q4,11,November,Europe,Italy,Clothing,Pants,Consumer,10,78.29,782.9,516.48,266.42,0.3403
2024-03-25,2024,Q1,3,March,North America,USA,Clothing,Pants,Home Office,3,159.12,477.36,366.76,110.6,0.2317
2024-08-22,2024,Q3,8,August,Latin America,Brazil,Electronics,Phones,Consumer,9,689.38,6204.42,3160.62,3043.8,0.4906
2022-05-11,2022,Q2,5,May,Europe,Germany,Office Supplies,Paper,Home Office,8,162.08,1296.64,1077.77,218.87,0.1688
2022-11-05,2022,Q4,11,November,Europe,France,Office Supplies,Paper,Consumer,12,128.46,1541.52,1284.07,257.45,0.167
2023-03-07,2023,Q1,3,March,Latin America,Argentina,Office Supplies,Paper,Corporate,15,187.59,2813.85,1890.78,923.07,0.328
2023-08-10,2023,Q3,8,August,North America,Canada,Furniture,Storage,Consumer,19,93.77,1781.63,1284.23,497.4,0.2792
2023-06-25,2023,Q2,6,June,Asia Pacific,India,Office Supplies,Binders,Consumer,2,72.66,145.32,104.58,40.74,0.2803
2023-07-25,2023,Q3,7,July,North America,Mexico,Furniture,Tables,Consumer,7,241.1,1687.7,970.73,716.97,0.4248
2024-03-22,2024,Q1,3,March,Asia Pacific,Australia,Office Supplies,Paper,Corporate,15,78.52,1177.8,715.65,462.15,0.3924
2023-05-23,2023,Q2,5,May,Europe,Italy,Electronics,Phones,Consumer,13,1759.89,22878.57,17632.79,5245.78,0.2293
2023-09-02,2023,Q3,9,September,Latin America,Brazil,Clothing,Outerwear,Home Office,12,261.38,3136.56,1868.89,1267.67,0.4042
2022-03-13,2022,Q1,3,March,Asia Pacific,India,Clothing,Shirts,Consumer,14,177.05,2478.7,1818.49,660.21,0.2664
2022-11-01,2022,Q4,11,November,Latin America,Chile,Office Supplies,Binders,Corporate,11,130.96,1440.56,843.55,597.01,0.4144
2022-06-19,2022,Q2,6,June,North America,Canada,Furniture,Tables,Corporate,9,1430.8,12877.2,8064.66,4812.54,0.3737
2022-03-09,2022,Q1,3,March,Europe,Italy,Clothing,Shirts,Corporate,15,126.93,1903.95,1427.72,476.23,0.2501
2022-01-22,2022,Q1,1,January,Europe,UK,Clothing,Shirts,Consumer,4,188.17,752.68,602.86,149.82,0.199
2024-07-12,2024,Q3,7,July,Europe,UK,Clothing,Outerwear,Corporate,11,168.31,1851.41,1474.24,377.17,0.2037
2023-10-29,2023,Q4,10,October,Latin America,Brazil,Office Supplies,Art Supplies,Corporate,11,190.24,2092.64,1158.89,933.75,0.4462
2022-06-26,2022,Q2,6,June,North America,Mexico,Electronics,Laptops,Corporate,13,1369.47,17803.11,12189.88,5613.23,0.3153
2024-03-15,2024,Q1,3,March,Europe,France,Furniture,Storage,Corporate,11,1427.38,15701.18,10810.12,4891.06,0.3115
2024-09-20,2024,Q3,9,September,North America,USA,Electronics,Laptops,Home Office,15,602.66,9039.9,7457.44,1582.46,0.1751
2023-11-21,2023,Q4,11,November,North America,USA,Office Supplies,Art Supplies,Home Office,8,136.87,1094.96,649.71,445.25,0.4066
2022-12-17,2022,Q4,12,December,Latin America,Brazil,Electronics,Laptops,Home Office,9,862.49,7762.41,4191.42,3570.99,0.46
2023-08-20,2023,Q3,8,August,Europe,France,Furniture,Storage,Consumer,8,1395.45,11163.6,9405.06,1758.54,0.1575
2023-12-15,2023,Q4,12,December,Europe,UK,Electronics,Accessories,Corporate,6,535.32,3211.92,2681.38,530.54,0.1652
2023-11-08,2023,Q4,11,November,Latin America,Argentina,Electronics,Laptops,Corporate,5,1794.46,8972.3,6850.05,2122.25,0.2365
2024-02-06,2024,Q1,2,February,Latin America,Brazil,Furniture,Storage,Corporate,19,148.34,2818.46,1809.47,1008.99,0.358
2024-01-16,2024,Q1,1,January,Europe,Italy,Clothing,Shirts,Corporate,14,267.11,3739.54,3165.11,574.43,0.1536
2023-03-19,2023,Q1,3,March,Europe,UK,Electronics,Accessories,Consumer,3,990.49,2971.47,2238.4,733.07,0.2467
2023-02-03,2023,Q1,2,February,Latin America,Chile,Furniture,Tables,Home Office,18,351.58,6328.44,4770.87,1557.57,0.2461
2022-08-19,2022,Q3,8,August,Asia Pacific,Japan,Clothing,Pants,Home Office,15,128.22,1923.3,1315.79,607.51,0.3159
2024-04-11,2024,Q2,4,April,Latin America,Chile,Electronics,Accessories,Consumer,9,777.8,7000.2,4899.87,2100.33,0.3
2024-09-12,2024,Q3,9,September,Asia Pacific,India,Office Supplies,Paper,Consumer,1,49.31,49.31,27.98,21.33,0.4326
2022-02-21,2022,Q1,2,February,North America,USA,Furniture,Tables,Corporate,9,490.43,4413.87,3741.65,672.22,0.1523
2022-01-28,2022,Q1,1,January,Europe,Italy,Electronics,Laptops,Corporate,16,759.04,12144.64,9501.49,2643.15,0.2176
2022-01-12,2022,Q1,1,January,Europe,Germany,Furniture,Chairs,Corporate,9,1144.29,10298.61,7757.3,2541.31,0.2468
2022-06-28,2022,Q2,6,June,Asia Pacific,Japan,Electronics,Phones,Corporate,1,407.32,407.32,253.48,153.84,0.3777
2023-08-15,2023,Q3,8,August,Latin America,Brazil,Clothing,Outerwear,Consumer,6,114.09,684.54,503.96,180.58,0.2638
2022-12-26,2022,Q4,12,December,Europe,Italy,Office Supplies,Art Supplies,Corporate,5,146.5,732.5,514.7,217.8,0.2973
2023-06-17,2023,Q2,6,June,Europe,Italy,Clothing,Outerwear,Consumer,16,124.08,1985.28,1330.39,654.89,0.3299
2023-05-20,2023,Q2,5,May,Europe,Italy,Furniture,Chairs,Corporate,14,498.77,6982.78,5773.62,1209.16,0.1732
2022-03-02,2022,Q1,3,March,Latin America,Brazil,Electronics,Accessories,Corporate,9,710.94,6398.46,4295.83,2102.63,0.3286
2024-10-25,2024,Q4,10,October,North America,Mexico,Clothing,Shirts,Home Office,13,230.53,2996.89,2170.05,826.84,0.2759
2024-10-23,2024,Q4,10,October,North America,Mexico,Electronics,Accessories,Home Office,8,1228.49,9827.92,8269.4,1558.52,0.1586
2022-05-08,2022,Q2,5,May,Asia Pacific,China,Furniture,Chairs,Corporate,13,347.8,4521.4,3354.27,1167.13,0.2581
2022-12-29,2022,Q4,12,December,Latin America,Brazil,Office Supplies,Binders,Corporate,9,102.0,918.0,714.64,203.36,0.2215
2022-09-18,2022,Q3,9,September,Europe,Italy,Office Supplies,Art Supplies,Corporate,5,155.54,777.7,616.3,161.4,0.2075
2022-10-06,2022,Q4,10,October,Latin America,Argentina,Furniture,Chairs,Home Office,4,791.06,3164.24,2285.66,878.58,0.2777
2024-09-18,2024,Q3,9,September,Europe,France,Furniture,Chairs,Corporate,10,1123.49,11234.9,5772.23,5462.67,0.4862
2023-12-15,2023,Q4,12,December,Europe,France,Office Supplies,Paper,Consumer,18,157.14,2828.52,2077.55,750.97,0.2655
2024-03-14,2024,Q1,3,March,Europe,France,Clothing,Pants,Corporate,6,299.26,1795.56,1373.14,422.42,0.2353
2022-07-17,2022,Q3,7,July,North America,Mexico,Clothing,Pants,Home Office,1,125.49,125.49,86.49,39.0,0.3108
2022-05-21,2022,Q2,5,May,Latin America,Brazil,Clothing,Shirts,Corporate,4,121.09,484.36,338.89,145.47,0.3003
2023-10-28,2023,Q4,10,October,North America,USA,Furniture,Storage,Corporate,18,539.53,9711.54,7194.28,2517.26,0.2592
2024-05-22,2024,Q2,5,May,North America,Mexico,Office Supplies,Binders,Corporate,9,185.95,1673.55,1230.92,442.63,0.2645
2022-11-02,2022,Q4,11,November,Latin America,Argentina,Office Supplies,Binders,Consumer,14,14.62,204.68,145.22,59.46,0.2905
2022-07-11,2022,Q3,7,July,North America,USA,Furniture,Storage,Consumer,9,619.18,5572.62,3091.93,2480.69,0.4452
2024-07-17,2024,Q3,7,July,Europe,France,Electronics,Accessories,Home Office,7,1202.05,8414.35,6287.79,2126.56,0.2527
2022-06-28,2022,Q2,6,June,Asia Pacific,India,Office Supplies,Binders,Consumer,17,20.75,352.75,199.76,152.99,0.4337
2024-04-21,2024,Q2,4,April,Europe,Italy,Office Supplies,Paper,Corporate,15,32.37,485.55,348.67,136.88,0.2819
2024-07-27,2024,Q3,7,July,Latin America,Chile,Office Supplies,Binders,Home Office,15,168.02,2520.3,1446.69,1073.61,0.426
2022-06-04,2022,Q2,6,June,Latin America,Argentina,Clothing,Pants,Consumer,17,201.53,3426.01,2276.73,1149.28,0.3355
2023-01-12,2023,Q1,1,January,Europe,France,Clothing,Pants,Corporate,8,199.38,1595.04,972.61,622.43,0.3902
2023-12-13,2023,Q4,12,December,North America,Canada,Furniture,Tables,Home Office,2,445.36,890.72,603.96,286.76,0.3219
2022-01-10,2022,Q1,1,January,Asia Pacific,Japan,Office Supplies,Paper,Corporate,6,69.18,415.08,276.08,139.0,0.3349
2022-08-01,2022,Q3,8,August,Latin America,Brazil,Clothing,Shirts,Consumer,1,92.15,92.15,55.19,36.96,0.4011
2024-10-15,2024,Q4,10,October,Latin America,Argentina,Office Supplies,Art Supplies,Corporate,9,141.51,1273.59,980.46,293.13,0.2302
2022-10-30,2022,Q4,10,October,Europe,France,Electronics,Phones,Home Office,12,492.3,5907.6,3424.54,2483.06,0.4203
2023-09-10,2023,Q3,9,September,Europe,Germany,Clothing,Shirts,Home Office,12,238.18,2858.16,2035.28,822.88,0.2879
2022-07-09,2022,Q3,7,July,North America,USA,Office Supplies,Binders,Consumer,4,189.49,757.96,558.61,199.35,0.263
2022-08-01,2022,Q3,8,August,Latin America,Argentina,Electronics,Phones,Home Office,8,497.26,3978.08,2454.3,1523.78,0.383
2022-12-28,2022,Q4,12,December,Asia Pacific,Japan,Office Supplies,Paper,Home Office,10,38.33,383.3,267.1,116.2,0.3032
2023-02-26,2023,Q1,2,February,Europe,France,Clothing,Shirts,Consumer,15,25.47,382.05,207.53,174.52,0.4568
2023-09-04,2023,Q3,9,September,Asia Pacific,Japan,Office Supplies,Paper,Consumer,3,36.02,108.06,77.32,30.74,0.2845
2023-10-13,2023,Q4,10,October,Latin America,Chile,Furniture,Storage,Home Office,5,966.55,4832.75,2913.7,1919.05,0.3971
2023-08-27,2023,Q3,8,August,Europe,Germany,Clothing,Shirts,Home Office,9,273.63,2462.67,1830.41,632.26,0.2567
2022-05-13,2022,Q2,5,May,Latin America,Brazil,Furniture,Tables,Corporate,3,1386.17,4158.51,2918.15,1240.36,0.2983
2024-07-02,2024,Q3,7,July,North America,Mexico,Office Supplies,Binders,Consumer,15,29.75,446.25,263.69,182.56,0.4091
2023-05-13,2023,Q2,5,May,Europe,UK,Office Supplies,Paper,Corporate,10,18.59,185.9,107.49,78.41,0.4218
2024-04-20,2024,Q2,4,April,Europe,France,Electronics,Laptops,Home Office,9,680.2,6121.8,3199.41,2922.39,0.4774
2022-09-30,2022,Q3,9,September,Asia Pacific,Australia,Electronics,Phones,Home Office,16,372.09,5953.44,4461.21,1492.23,0.2507
2023-09-14,2023,Q3,9,September,Asia Pacific,India,Electronics,Accessories,Home Office,8,903.99,7231.92,3721.88,3510.04,0.4854
2024-05-05,2024,Q2,5,May,North America,Mexico,Electronics,Laptops,Home Office,19,1121.18,21302.42,15442.14,5860.28,0.2751
2022-12-27,2022,Q4,12,December,Asia Pacific,Australia,Furniture,Chairs,Corporate,4,770.69,3082.76,2022.95,1059.81,0.3438
2023-10-22,2023,Q4,10,October,Europe,Italy,Office Supplies,Paper,Consumer,17,188.72,3208.24,2089.5,1118.74,0.3487
2023-03-21,2023,Q1,3,March,Latin America,Brazil,Furniture,Tables,Corporate,11,448.64,4935.04,3567.17,1367.87,0.2772
2023-08-19,2023,Q3,8,August,Latin America,Brazil,Clothing,Shirts,Corporate,17,126.43,2149.31,1705.31,444.0,0.2066
2022-01-23,2022,Q1,1,January,Asia Pacific,Australia,Furniture,Chairs,Corporate,16,326.31,5220.96,3160.99,2059.97,0.3946
2022-02-10,2022,Q1,2,February,Latin America,Chile,Furniture,Tables,Corporate,6,312.63,1875.78,1163.89,711.89,0.3795
2022-06-10,2022,Q2,6,June,Europe,Italy,Office Supplies,Binders,Consumer,1,137.39,137.39,111.46,25.93,0.1887
2024-05-05,2024,Q2,5,May,Asia Pacific,Japan,Electronics,Phones,Consumer,13,1081.47,14059.11,7432.59,6626.52,0.4713
2024-07-17,2024,Q3,7,July,Asia Pacific,China,Clothing,Outerwear,Corporate,13,48.13,625.69,434.25,191.44,0.306
2022-10-15,2022,Q4,10,October,Latin America,Argentina,Furniture,Chairs,Corporate,15,431.23,6468.45,4848.17,1620.28,0.2505
2022-07-02,2022,Q3,7,July,Latin America,Brazil,Furniture,Chairs,Home Office,9,1026.43,9237.87,5863.71,3374.16,0.3653
2022-08-05,2022,Q3,8,August,Latin America,Argentina,Clothing,Pants,Home Office,17,226.79,3855.43,2919.41,936.02,0.2428
2024-02-28,2024,Q1,2,February,Asia Pacific,India,Office Supplies,Paper,Consumer,11,160.52,1765.72,1377.45,388.27,0.2199
2022-10-22,2022,Q4,10,October,Asia Pacific,Australia,Furniture,Chairs,Corporate,6,320.73,1924.38,1528.23,396.15,0.2059
2023-11-17,2023,Q4,11,November,Asia Pacific,China,Office Supplies,Binders,Consumer,16,164.4,2630.4,2022.39,608.01,0.2311
2024-06-08,2024,Q2,6,June,North America,Canada,Furniture,Storage,Home Office,4,1411.98,5647.92,4128.95,1518.97,0.2689
2023-07-11,2023,Q3,7,July,North America,USA,Clothing,Shirts,Corporate,15,72.09,1081.35,552.42,528.93,0.4891
2024-09-03,2024,Q3,9,September,Asia Pacific,Australia,Office Supplies,Binders,Corporate,5,81.15,405.75,328.02,77.73,0.1916
2022-04-28,2022,Q2,4,April,Asia Pacific,China,Office Supplies,Paper,Corporate,13,114.53,1488.89,963.78,525.11,0.3527
2022-05-07,2022,Q2,5,May,Asia Pacific,India,Furniture,Tables,Home Office,5,585.58,2927.9,2040.23,887.67,0.3032
2022-04-26,2022,Q2,4,April,Europe,UK,Office Supplies,Paper,Home Office,2,54.89,109.78,81.98,27.8,0.2532
2024-12-06,2024,Q4,12,December,Europe,France,Electronics,Phones,Consumer,10,1210.55,12105.5,6465.75,5639.75,0.4659
2024-05-25,2024,Q2,5,May,Latin America,Chile,Furniture,Tables,Consumer,7,1433.92,10037.44,6220.41,3817.03,0.3803
2024-01-06,2024,Q1,1,January,Asia Pacific,China,Clothing,Pants,Corporate,14,270.45,3786.3,2573.52,1212.78,0.3203
2023-05-22,2023,Q2,5,May,Asia Pacific,India,Furniture,Chairs,Corporate,16,1459.03,23344.48,13066.0,10278.48,0.4403
2023-07-07,2023,Q3,7,July,Europe,Italy,Clothing,Shirts,Corporate,18,218.02,3924.36,2455.55,1468.81,0.3743
2024-04-09,2024,Q2,4,April,Europe,Italy,Electronics,Phones,Corporate,9,1089.28,9803.52,5017.57,4785.95,0.4882
2022-08-26,2022,Q3,8,August,Latin America,Argentina,Furniture,Storage,Corporate,11,1008.26,11090.86,5674.81,5416.05,0.4883
2023-11-13,2023,Q4,11,November,Asia Pacific,Japan,Office Supplies,Binders,Consumer,2,164.37,328.74,208.96,119.78,0.3644
2024-05-20,2024,Q2,5,May,Asia Pacific,Japan,Office Supplies,Art Supplies,Corporate,19,108.63,2063.97,1572.81,491.16,0.238
2023-04-28,2023,Q2,4,April,North America,Mexico,Clothing,Outerwear,Consumer,18,178.61,3214.98,2622.38,592.6,0.1843
2024-12-02,2024,Q4,12,December,Asia Pacific,Australia,Office Supplies,Paper,Corporate,19,189.11,3593.09,2922.57,670.52,0.1866
2023-02-23,2023,Q1,2,February,Asia Pacific,Japan,Electronics,Laptops,Home Office,6,1393.97,8363.82,6132.24,2231.58,0.2668
2022-09-01,2022,Q3,9,September,Asia Pacific,Japan,Electronics,Laptops,Corporate,17,1452.22,24687.74,14662.31,10025.43,0.4061
2023-09-27,2023,Q3,9,September,North America,Mexico,Clothing,Pants,Corporate,11,193.83,2132.13,1366.29,765.84,0.3592
2022-10-29,2022,Q4,10,October,Asia Pacific,Japan,Office Supplies,Binders,Corporate,10,10.13,101.3,71.58,29.72,0.2934
2022-03-09,2022,Q1,3,March,Asia Pacific,China,Office Supplies,Paper,Home Office,17,171.55,2916.35,2423.94,492.41,0.1688
2024-09-20,2024,Q3,9,September,Latin America,Brazil,Furniture,Tables,Corporate,5,443.43,2217.15,1344.28,872.87,0.3937
2024-08-03,2024,Q3,8,August,Latin America,Argentina,Furniture,Chairs,Corporate,10,749.57,7495.7,4631.69,2864.01,0.3821
2024-06-23,2024,Q2,6,June,Latin America,Argentina,Electronics,Accessories,Home Office,1,1777.83,1777.83,1466.34,311.49,0.1752
2022-01-01,2022,Q1,1,January,North America,Canada,Office Supplies,Paper,Home Office,3,196.86,590.58,412.3,178.28,0.3019
2023-08-03,2023,Q3,8,August,North America,Canada,Furniture,Chairs,Corporate,4,1154.14,4616.56,3410.98,1205.58,0.2611
2024-04-15,2024,Q2,4,April,North America,Canada,Electronics,Laptops,Consumer,12,796.58,9558.96,5357.13,4201.83,0.4396
2022-05-09,2022,Q2,5,May,Latin America,Brazil,Furniture,Storage,Consumer,11,1267.15,13938.65,11342.85,2595.8,0.1862
2022-10-12,2022,Q4,10,October,North America,Mexico,Furniture,Tables,Consumer,9,1197.62,10778.58,8185.29,2593.29,0.2406
2023-03-08,2023,Q1,3,March,North America,USA,Furniture,Storage,Home Office,18,680.32,12245.76,9380.1,2865.66,0.234
2023-12-30,2023,Q4,12,December,North America,USA,Electronics,Laptops,Corporate,10,280.07,2800.7,1952.2,848.5,0.303
2023-06-10,2023,Q2,6,June,Latin America,Brazil,Electronics,Accessories,Corporate,1,1173.9,1173.9,714.48,459.42,0.3914
2024-01-29,2024,Q1,1,January,Asia Pacific,Japan,Furniture,Tables,Home Office,2,599.74,1199.48,681.45,518.03,0.4319
2023-01-20,2023,Q1,1,January,North America,Canada,Clothing,Pants,Corporate,9,139.03,1251.27,977.9,273.37,0.2185
2023-08-23,2023,Q3,8,August,Asia Pacific,India,Office Supplies,Binders,Consumer,9,43.87,394.83,280.35,114.48,0.2899
2024-02-22,2024,Q1,2,February,Europe,France,Furniture,Chairs,Home Office,4,82.06,328.24,191.02,137.22,0.418
2023-09-22,2023,Q3,9,September,Latin America,Argentina,Electronics,Accessories,Consumer,15,1383.52,20752.8,12690.02,8062.78,0.3885
2023-03-01,2023,Q1,3,March,Asia Pacific,Japan,Electronics,Accessories,Consumer,18,1268.96,22841.28,13212.37,9628.91,0.4216
2023-08-27,2023,Q3,8,August,North America,USA,Electronics,Phones,Corporate,9,974.19,8767.71,5716.54,3051.17,0.348
2022-04-11,2022,Q2,4,April,Latin America,Chile,Office Supplies,Art Supplies,Home Office,17,90.33,1535.61,1006.93,528.68,0.3443
2023-06-23,2023,Q2,6,June,North America,USA,Office Supplies,Art Supplies,Home Office,12,70.21,842.52,544.69,297.83,0.3535
2023-05-13,2023,Q2,5,May,Asia Pacific,China,Clothing,Outerwear,Corporate,15,168.22,2523.3,1833.36,689.94,0.2734
2023-02-03,2023,Q1,2,February,Europe,UK,Furniture,Storage,Home Office,12,386.57,4638.84,2554.15,2084.69,0.4494
2022-03-28,2022,Q1,3,March,Latin America,Brazil,Furniture,Chairs,Home Office,10,1003.48,10034.8,6495.41,3539.39,0.3527
2024-12-24,2024,Q4,12,December,Europe,Germany,Clothing,Outerwear,Consumer,16,99.48,1591.68,887.4,704.28,0.4425
2024-06-07,2024,Q2,6,June,Europe,France,Furniture,Chairs,Home Office,5,518.86,2594.3,1973.44,620.86,0.2393
2024-02-10,2024,Q1,2,February,Latin America,Chile,Electronics,Accessories,Consumer,4,1383.11,5532.44,2868.25,2664.19,0.4816
2022-02-25,2022,Q1,2,February,North America,USA,Furniture,Storage,Home Office,14,564.48,7902.72,5631.75,2270.97,0.2874
2023-05-09,2023,Q2,5,May,Latin America,Chile,Clothing,Shirts,Home Office,6,76.34,458.04,258.75,199.29,0.4351
2022-10-15,2022,Q4,10,October,Asia Pacific,India,Office Supplies,Paper,Corporate,17,91.94,1562.98,1047.15,515.83,0.33
2024-05-16,2024,Q2,5,May,Asia Pacific,Australia,Electronics,Phones,Home Office,18,1622.74,29209.32,19973.5,9235.82,0.3162
2023-01-23,2023,Q1,1,January,Asia Pacific,Australia,Clothing,Outerwear,Consumer,6,77.89,467.34,298.58,168.76,0.3611
2024-12-07,2024,Q4,12,December,Latin America,Brazil,Clothing,Shirts,Corporate,8,210.59,1684.72,1244.38,440.34,0.2614
2022-02-04,2022,Q1,2,February,Europe,France,Office Supplies,Art Supplies,Consumer,9,179.16,1612.44,874.92,737.52,0.4574
2022-04-28,2022,Q2,4,April,Europe,Germany,Clothing,Outerwear,Corporate,3,189.64,568.92,360.74,208.18,0.3659
2022-06-04,2022,Q2,6,June,Asia Pacific,Australia,Electronics,Accessories,Consumer,4,449.14,1796.56,1301.07,495.49,0.2758
2022-02-18,2022,Q1,2,February,Europe,UK,Clothing,Shirts,Home Office,13,198.37,2578.81,1740.9,837.91,0.3249
2024-02-10,2024,Q1,2,February,Europe,UK,Furniture,Storage,Home Office,18,638.16,11486.88,7207.25,4279.63,0.3726
2022-07-03,2022,Q3,7,July,North America,Canada,Clothing,Shirts,Consumer,18,21.68,390.24,220.03,170.21,0.4362
2023-03-13,2023,Q1,3,March,Europe,Italy,Clothing,Pants,Consumer,9,264.83,2383.47,1311.03,1072.44,0.4499
2023-08-29,2023,Q3,8,August,North America,USA,Office Supplies,Art Supplies,Corporate,2,112.81,225.62,132.71,92.91,0.4118
2024-03-12,2024,Q1,3,March,Europe,France,Office Supplies,Art Supplies,Corporate,7,64.34,450.38,277.22,173.16,0.3845
2023-11-10,2023,Q4,11,November,Europe,Germany,Electronics,Phones,Home Office,16,310.32,4965.12,3867.96,1097.16,0.221
